Metric:,Months Supply of Inventory (Pending)
Time Calculation:,Rolling 3 Months
Data from:,7/2/2024
Segments:,140 - West Seattle,380 - Southeast Seattle,390 - Central Seattle,385 - SODO/Beacon Hill

Filters
140 - West Seattle:,""
380 - Southeast Seattle:,""
390 - Central Seattle:,""
385 - SODO/Beacon Hill:,""


Date,"140 - West Seattle","380 - Southeast Seattle","390 - Central Seattle","385 - SODO/Beacon Hill",
January 2006,2.0,1.8,2.0,2.1,
February 2006,1.9,1.7,1.8,2.1,
March 2006,1.9,1.9,1.9,2.3,
April 2006,1.9,2.0,2.0,2.5,
May 2006,2.0,2.2,2.1,2.7,
June 2006,2.2,2.4,2.3,2.8,
July 2006,2.5,2.6,2.5,3.0,
August 2006,2.8,2.8,2.6,3.2,
September 2006,3.1,3.0,2.8,3.2,
October 2006,3.2,3.2,2.9,3.3,
November 2006,3.2,3.4,3.1,3.2,
December 2006,2.9,3.2,2.7,3.0,
January 2007,2.5,2.9,2.6,2.8,
February 2007,2.3,2.8,2.7,2.7,
March 2007,2.5,2.9,3.0,3.2,
April 2007,2.7,3.3,3.2,3.4,
May 2007,3.0,3.7,3.5,3.8,
June 2007,3.3,4.3,3.6,4.1,
July 2007,3.6,4.6,3.8,4.6,
August 2007,3.8,4.9,3.8,5.1,
September 2007,4.1,5.4,4.0,5.4,
October 2007,4.3,5.8,4.3,5.6,
November 2007,4.5,5.9,4.5,5.7,
December 2007,4.2,5.3,4.2,5.2,
January 2008,4.1,5.0,4.1,5.1,
February 2008,4.1,5.1,4.3,4.9,
March 2008,4.4,6.0,5.0,5.6,
April 2008,4.9,6.6,5.8,6.1,
May 2008,5.6,7.4,6.7,7.0,
June 2008,6.4,8.0,7.5,7.7,
July 2008,6.9,8.8,7.9,8.2,
August 2008,7.1,9.2,8.2,8.3,
September 2008,7.3,9.3,8.3,8.5,
October 2008,7.6,9.3,8.3,8.7,
November 2008,7.7,9.4,8.2,8.9,
December 2008,7.4,9.2,7.7,8.1,
January 2009,6.9,9.0,7.6,7.3,
February 2009,6.9,9.4,7.8,6.9,
March 2009,7.5,10.1,8.5,7.3,
April 2009,8.3,10.7,9.1,7.1,
May 2009,8.9,11.1,9.4,6.6,
June 2009,9.1,11.3,9.6,6.5,
July 2009,9.1,11.7,10.0,6.7,
August 2009,9.0,11.4,10.1,6.9,
September 2009,8.9,10.8,10.0,7.1,
October 2009,8.7,9.8,9.4,7.3,
November 2009,8.1,8.9,8.8,7.2,
December 2009,7.1,7.9,7.7,6.6,
January 2010,6.5,7.3,7.1,6.6,
February 2010,6.2,7.0,6.9,6.9,
March 2010,6.6,7.6,7.3,7.5,
April 2010,6.8,7.9,7.5,8.0,
May 2010,7.1,8.4,7.8,8.1,
June 2010,7.3,8.6,8.2,8.0,
July 2010,7.9,8.8,8.6,7.9,
August 2010,8.3,9.2,8.6,8.5,
September 2010,8.6,9.5,8.6,9.3,
October 2010,8.5,9.8,8.5,9.9,
November 2010,8.1,9.7,8.1,10.1,
December 2010,7.5,9.4,7.3,9.6,
January 2011,7.1,8.7,6.5,9.0,
February 2011,6.8,8.4,6.1,8.1,
March 2011,7.0,8.7,6.2,7.6,
April 2011,7.3,9.2,6.5,7.5,
May 2011,7.5,9.3,6.7,7.6,
June 2011,7.7,9.0,6.8,8.1,
July 2011,7.6,8.6,6.6,8.2,
August 2011,7.5,8.0,6.4,8.4,
September 2011,7.2,7.5,6.2,7.9,
October 2011,6.6,6.9,6.0,7.5,
November 2011,6.0,6.6,5.7,6.7,
December 2011,5.4,6.0,5.2,6.2,
January 2012,4.9,5.6,4.8,5.7,
February 2012,4.4,5.2,4.4,5.7,
March 2012,4.1,5.1,4.2,5.6,
April 2012,4.0,4.9,4.0,5.6,
May 2012,4.1,4.8,4.0,5.2,
June 2012,4.1,4.6,4.1,4.9,
July 2012,4.1,4.4,4.1,4.7,
August 2012,4.0,4.4,3.9,4.8,
September 2012,3.9,4.7,3.8,5.1,
October 2012,3.7,4.7,3.5,4.9,
November 2012,3.4,4.4,3.3,4.6,
December 2012,3.0,3.8,2.9,3.9,
January 2013,2.6,3.3,2.6,3.3,
February 2013,2.5,3.0,2.5,2.8,
March 2013,2.6,2.8,2.5,2.6,
April 2013,2.7,2.8,2.6,2.7,
May 2013,2.8,3.0,2.6,2.9,
June 2013,2.9,3.4,2.8,3.1,
July 2013,3.3,3.6,2.9,3.2,
August 2013,3.5,3.6,3.0,3.4,
September 2013,3.5,3.7,2.8,3.6,
October 2013,3.4,3.5,2.7,3.8,
November 2013,3.2,3.2,2.4,3.5,
December 2013,2.8,2.7,2.0,3.2,
January 2014,2.6,2.6,1.7,2.9,
February 2014,2.4,2.5,1.6,2.8,
March 2014,2.4,2.6,1.7,2.8,
April 2014,2.4,2.8,1.8,2.6,
May 2014,2.5,3.1,2.0,2.6,
June 2014,2.7,3.3,2.2,2.7,
July 2014,2.8,3.2,2.4,2.8,
August 2014,2.7,3.1,2.3,2.9,
September 2014,2.7,3.0,2.3,2.9,
October 2014,2.5,3.1,2.1,2.8,
November 2014,2.3,3.0,1.9,2.6,
December 2014,2.0,2.6,1.5,2.3,
January 2015,1.7,2.2,1.3,2.2,
February 2015,1.5,1.9,1.2,2.0,
March 2015,1.5,1.9,1.3,2.1,
April 2015,1.4,1.8,1.3,1.9,
May 2015,1.4,1.8,1.5,2.0,
June 2015,1.4,1.9,1.5,2.0,
July 2015,1.4,1.9,1.5,2.1,
August 2015,1.4,1.9,1.5,2.0,
September 2015,1.4,2.0,1.5,2.0,
October 2015,1.3,1.9,1.6,1.9,
November 2015,1.2,1.7,1.4,1.7,
December 2015,1.0,1.5,1.2,1.5,
January 2016,0.9,1.4,1.1,1.3,
February 2016,0.9,1.3,1.1,1.3,
March 2016,0.9,1.4,1.2,1.5,
April 2016,1.0,1.6,1.3,1.5,
May 2016,1.1,1.7,1.4,1.5,
June 2016,1.2,1.7,1.4,1.3,
July 2016,1.3,1.8,1.4,1.4,
August 2016,1.3,1.9,1.4,1.6,
September 2016,1.5,2.0,1.4,1.7,
October 2016,1.4,1.9,1.4,1.8,
November 2016,1.3,1.7,1.2,1.7,
December 2016,1.0,1.5,0.9,1.4,
January 2017,0.9,1.2,0.7,1.3,
February 2017,0.8,1.0,0.6,1.1,
March 2017,0.7,1.0,0.7,1.2,
April 2017,0.7,1.0,0.8,1.3,
May 2017,0.8,1.2,0.8,1.3,
June 2017,0.9,1.3,0.9,1.5,
July 2017,1.0,1.5,1.0,1.7,
August 2017,1.0,1.5,1.0,1.9,
September 2017,1.0,1.5,1.1,2.2,
October 2017,1.1,1.5,1.1,2.1,
November 2017,1.0,1.5,1.0,1.9,
December 2017,0.7,1.2,0.8,1.4,
January 2018,0.6,1.1,0.6,1.1,
February 2018,0.5,0.9,0.6,0.9,
March 2018,0.6,0.9,0.8,1.0,
April 2018,0.8,0.9,0.9,1.2,
May 2018,0.9,1.2,1.0,1.4,
June 2018,1.2,1.5,1.2,1.8,
July 2018,1.5,1.8,1.5,2.1,
August 2018,1.8,2.2,1.7,2.5,
September 2018,2.2,2.6,2.1,2.8,
October 2018,2.5,2.9,2.4,3.0,
November 2018,2.5,3.0,2.5,3.2,
December 2018,2.1,2.5,2.1,2.9,
January 2019,1.7,2.1,1.8,2.7,
February 2019,1.5,1.8,1.7,2.5,
March 2019,1.6,1.8,1.9,2.5,
April 2019,1.8,2.0,2.2,2.6,
May 2019,2.0,2.6,2.6,2.9,
June 2019,2.1,3.1,2.9,3.2,
July 2019,2.2,3.5,3.0,3.3,
August 2019,2.2,3.4,2.9,3.4,
September 2019,2.1,3.3,2.8,3.4,
October 2019,2.0,3.0,2.7,3.3,
November 2019,1.8,2.7,2.4,2.9,
December 2019,1.5,2.2,2.0,2.4,
January 2020,1.2,1.9,1.6,1.9,
February 2020,1.0,1.7,1.4,1.6,
March 2020,1.1,1.8,1.5,1.5,
April 2020,1.2,2.0,1.7,1.5,
May 2020,1.5,2.1,1.9,1.7,
June 2020,1.9,2.1,2.1,1.9,
July 2020,2.1,2.0,2.3,2.0,
August 2020,2.3,2.1,2.8,2.3,
September 2020,2.4,2.1,3.3,2.5,
October 2020,2.3,2.0,3.5,2.8,
November 2020,2.0,1.9,3.3,2.7,
December 2020,1.6,1.7,2.8,2.4,
January 2021,1.2,1.5,2.2,2.0,
February 2021,0.9,1.3,2.0,1.7,
March 2021,0.9,1.2,1.9,1.5,
April 2021,0.9,1.2,1.9,1.4,
May 2021,1.0,1.3,1.9,1.4,
June 2021,1.0,1.3,1.8,1.4,
July 2021,1.1,1.5,1.8,1.6,
August 2021,1.1,1.6,1.6,1.8,
September 2021,1.1,1.6,1.5,1.7,
October 2021,1.0,1.5,1.5,1.5,
November 2021,0.9,1.2,1.3,1.3,
December 2021,0.7,0.9,1.0,1.0,
January 2022,0.5,0.8,0.8,0.7,
February 2022,0.5,0.7,0.7,0.6,
March 2022,0.6,0.8,0.8,0.6,
April 2022,0.6,0.9,0.9,0.8,
May 2022,0.7,1.1,1.1,1.0,
June 2022,0.9,1.4,1.4,1.4,
July 2022,1.1,1.8,1.8,1.8,
August 2022,1.3,2.0,2.0,2.1,
September 2022,1.6,2.2,2.1,2.4,
October 2022,1.6,2.3,2.2,2.6,
November 2022,1.7,2.3,2.1,2.7,
December 2022,1.5,2.2,1.9,2.3,
January 2023,1.3,2.2,1.6,1.9,
February 2023,1.0,2.1,1.6,1.7,
March 2023,1.0,2.3,1.8,2.0,
April 2023,1.1,2.3,2.1,2.4,
May 2023,1.3,2.4,2.4,2.8,
June 2023,1.5,2.6,2.7,3.0,
July 2023,1.7,2.9,2.7,3.0,
August 2023,1.7,3.0,2.8,2.8,
September 2023,1.7,3.3,3.1,2.9,
October 2023,1.7,3.5,3.2,2.9,
November 2023,1.7,3.4,3.1,2.8,
December 2023,1.6,2.9,2.6,2.5,
January 2024,1.4,2.4,2.2,2.2,
February 2024,1.3,2.2,2.2,2.1,
March 2024,1.4,2.4,2.4,2.3,
April 2024,1.6,2.5,2.7,2.7,
May 2024,2.0,3.0,3.3,3.2,
June 2024,2.3,3.3,3.8,3.8,


"All data from Northwest Multiple Listing Service®. InfoSparks © 2024 ShowingTime."


